Symbol,Name
EQT,EQT Corporation Common Stock
ERF,Enerplus Corporation Common Stock
ERJ,Embraer S.A. Common Stock
ES,Eversource Energy (D/B/A) Common Stock
ESE,ESCO Technologies Inc. Common Stock
ESGC,Eros STX Global Corporation A Ordinary Shares
ESI,Element Solutions Inc. Common Stock
ESNT,Essent Group Ltd. Common Shares
ESRT,Empire State Realty Trust Inc. Class A Common Stock
ESS,Essex Property Trust Inc. Common Stock
ESTC,Elastic N.V. Ordinary Shares
ESTE,Earthstone Energy Inc. Class A Common Stock
ET,Energy Transfer LP Common Units 
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest
ETH,Ethan Allen Interiors Inc. Common Stock
ETI.PR,Entergy Texas Inc
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
ETM,Entercom Communications Corp. Common Stock
ETN,Eaton Corporation PLC Ordinary Shares
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
ETP.PRC,Energy Transfer Operating L.P.
ETP.PRD,Energy Transfer Operating L.P.
ETP.PRE,Energy Transfer Operating L.P.
ETR,Entergy Corporation Common Stock
ETRN,Equitrans Midstream Corporation Common Stock 
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
EURN,Euronav NV Ordinary Shares
EV,Eaton Vance Corporation Common Stock
EVA,Enviva Partners LP Common units representing limited partner interests
EVC,Entravision Communications Corporation Common Stock
EVF,Eaton Vance Senior Income Trust Common Stock
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest
EVH,Evolent Health Inc Class A Common Stock
EVN,Eaton Vance Municipal Income Trust Common Stock
EVR,Evercore Inc. Class A Common Stock
EVRG,Evergy Inc. Common Stock
EVRI,Everi Holdings Inc. Common Stock
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
EVTC,Evertec Inc. Common Stock
EW,Edwards Lifesciences Corporation Common Stock
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
EXP,Eagle Materials Inc Common Stock
EXPR,Express Inc. Common Stock
EXR,Extra Space Storage Inc Common Stock
EXTN,Exterran Corporation Common Stock
F,Ford Motor Company Common Stock
F.PRB,Ford Motor Company
F.PRC,Ford Motor Company
FAF,First American Corporation (New) Common Stock
FAII,Fortress Value Acquisition Corp. II Class A Common Stock
FAII.U,Fortress Value Acquisition Corp. II Units each consisting of one share of Class A common stock and one-fifth of one Warrant
FAII.WS,Fortress Value Acquisition Corp. II Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest
FBC,Flagstar Bancorp Inc. Common Stock
FBHS,Fortune Brands Home & Security Inc. Common Stock
FBK,FB Financial Corporation Common Stock
FBM,Foundation Building Materials Inc. Common Stock
FBP,First BanCorp. New Common Stock
FC,Franklin Covey Company Common Stock
FCAX.U,Fortress Capital Acquisition Corp.
FCF,First Commonwealth Financial Corporation Common Stock
FCN,FTI Consulting Inc. Common Stock
FCPT,Four Corners Property Trust Inc. Common Stock
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023
FCRZ,First Eagle Alternative Capital BDC Inc. 6.75% Notes due 2022
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest
FCX,Freeport-McMoRan Inc. Common Stock
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest
FDP,Fresh Del Monte Produce Inc. Common Stock
FDX,FedEx Corporation Common Stock
FE,FirstEnergy Corp. Common Stock
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest
FET,Forum Energy Technologies Inc. Common Stock
FF,FutureFuel Corp.  Common shares
FFA,First Trust Enhanced Equity Income Fund
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated
FFG,FBL Financial Group Inc. Common Stock
FGB,First Trust Specialty Finance and Financial Opportunities Fund
FGNA,FG New America Acquisition Corp. Class A Common Stock
FGNA.U,FG New America Acquisition Corp. Units
FGNA.WS,FG New America Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FHI,Federated Hermes Inc. Common Stock
FHN,First Horizon Corporation Common Stock
FHN.PRA,First Horizon Corporation
FHN.PRB,First Horizon Corporation
FHN.PRC,First Horizon Corporation
FHN.PRD,First Horizon Corporation
FHN.PRE,First Horizon Corporation
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest
FINV,FinVolution Group American Depositary Shares
FIS,Fidelity National Information Services Inc. Common Stock
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest
FIX,Comfort Systems USA Inc. Common Stock
FL,Foot Locker Inc.
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLNG,FLEX LNG Ltd. Ordinary Shares
FLO,Flowers Foods Inc. Common Stock
FLOW,SPX FLOW Inc. Common Stock
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,FleetCor Technologies Inc. Common Stock
FLY,Fly Leasing Limited
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock
FMAC.U,FirstMark Horizon Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
FMAC.WS,FirstMark Horizon Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
FMC,FMC Corporation Common Stock
FMN,Federated Hermes Premier Municipal Income Fund
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest
FMS,Fresenius Medical Care AG Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNB.PRE,F.N.B. Corporation
FND,Floor & Decor Holdings Inc. Common Stock
FNF,FNF Group of Fidelity National Financial Inc. Common Stock
FNV,Franco-Nevada Corporation
FOE,Ferro Corporation Common Stock
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock
FOR,Forestar Group Inc Common Stock 
FOUR,Shift4 Payments Inc. Class A Common Stock
FPAC,Far Peak Acquisition Corporation
FPAC.U,Far Peak Acquisition Corporation Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
FPAC.WS,Far Peak Acquisition Corporation
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest
FPH,Five Point Holdings LLC Class A Common Shares
FPI,Farmland Partners Inc. Common Stock
FPI.PRB,Farmland Partners Inc.
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest
FR,First Industrial Realty Trust Inc. Common Stock
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
FRC,FIRST REPUBLIC BANK Common Stock
FRC.PRG,FIRST REPUBLIC BANK
FRC.PRH,FIRST REPUBLIC BANK
FRC.PRI,FIRST REPUBLIC BANK
FRC.PRJ,FIRST REPUBLIC BANK
FRC.PRK,FIRST REPUBLIC BANK
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FRT.PRC,Federal Realty Investment Trust
FRX,Forest Road Acquisition Corp.
FRX.U,Forest Road Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Redeemable Warrant
FRX.WS,Forest Road Acquisition Corp.
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest
FSK,FS KKR Capital Corp. Common Stock
FSKR,FS KKR Capital Corp. II Common Stock
FSLF,First Eagle Senior Loan Fund 
FSLY,Fastly Inc. Class A Common Stock
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSR,Fisker Inc. Class A Common Stock
FSR.WS,Fisker Inc. Warrants 
FSS,Federal Signal Corporation Common Stock
FST,FAST Acquisition Corp. Class A Common Stock
FST.U,FAST Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
FST.WS,FAST Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
FT,Franklin Universal Trust Common Stock
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares
FTAI.PRA,Fortress Transportation and Infrastructure Investors LLC
FTAI.PRB,Fortress Transportation and Infrastructure Investors LLC
FTCH,Farfetch Limited Class A Ordinary Shares
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock
FTI,TechnipFMC plc Ordinary Share
FTK,Flotek Industries Inc. Common Stock
FTS,Fortis Inc. Common Shares
FTV,Fortive Corporation Common Stock 
FTV.PRA,Fortive Corporation
FUBO,fuboTV Inc. Common Stock
FUL,H. B. Fuller Company Common Stock
FUN,Cedar Fair L.P. Common Stock
FUSE,Fusion Acquisition Corp. Class A Common Stock
FUSE.U,Fusion Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant
FUSE.WS,Fusion Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FVRR,Fiverr International Ltd. Ordinary Shares no par value
FVT.U,Fortress Value Acquisition Corp. III
G,Genpact Limited Common Stock
GAB,Gabelli Equity Trust Inc. (The) Common Stock
GAB.PRG,Gabelli Equity Trust Inc. (The)
GAB.PRH,Gabelli Equity Trust Inc. (The)
GAB.PRJ,Gabelli Equity Trust Inc. (The)
GAB.PRK,Gabelli Equity Trust Inc. (The)
GAM,General American Investors Inc. Common Stock
GAM.PRB,General American Investors Inc.
GATO,Gatos Silver Inc. Common Stock
GATX,GATX Corporation Common Stock
GB,Global Blue Group Holding AG Ordinary Shares
GB.WS,Global Blue Group Holding AG Warrants exercisable for one Ordinary Share of Global Blue Group Holding AG at a price of $11.50 per share
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest
GBL,Gamco Investors Inc. Common Stock
GBX,Greenbrier Companies Inc. (The) Common Stock
GCI,Gannett Co. Inc. Common Stock
GCO,Genesco Inc. Common Stock
GCP,GCP Applied Technologies Inc. Common Stock
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock
GD,General Dynamics Corporation Common Stock
GDDY,GoDaddy Inc. Class A Common Stock
GDL,GDL Fund The Common Shares of Beneficial Interest
GDL.PRC,The GDL Fund
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDV.PRG,The Gabelli Dividend & Income Trust
GDV.PRH,The Gabelli Dividend & Income Trust
GE,General Electric Company Common Stock
GEF,Greif Inc. Class A Common Stock
GEF.B,Greif Inc. Corporation Class B Common Stock
GEL,Genesis Energy L.P. Common Units
GEN           ,Genesis Healthcare Inc. Common Stock
GEO,Geo Group Inc (The) REIT
GER,Goldman Sachs MLP Energy Renaissance Fund
GES,Guess? Inc. Common Stock
GF,New Germany Fund Inc. (The) Common Stock
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GFL,GFL Environmental Inc. Subordinate voting shares no par value
GFLU,GFL Environmental Inc. Tangible Equity Units
GFX.U,Golden Falcon Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant
GGB,Gerdau S.A. Common Stock
GGG,Graco Inc. Common Stock
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock
GGT.PRE,Gabelli Multi-Media Trust Inc. (The)
GGT.PRG,Gabelli Multi-Media Trust Inc. (The)
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest
GGZ.PRA,Gabelli Global Small and Mid Cap Value Trust (The)
GHC,Graham Holdings Company Common Stock
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share
GHL,Greenhill & Co. Inc. Common Stock
GHLD,Guild Holdings Company Class A Common Stock
GHM,Graham Corporation Common Stock
GHY,PGIM Global High Yield Fund Inc.
GIB,CGI Inc. Common Stock
GIK,GigCapital3 Inc. Common Stock
GIK.U,GigCapital3 Inc. Units each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock
GIK.WS,GigCapital3 Inc. Redeemable Warrants each exercisable for one share of Common Stock at an exercise price of $11.50 per share
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock
GIM,Templeton Global Income Fund Inc. Common Stock
GIS,General Mills Inc. Common Stock
GIX,GigCapital2 Inc. Common Stock
GIX.RT,GigCapital2 Inc.
GIX.U,GigCapital2 Inc. Units each consisting of one share of Common Stock and one Warrant
GIX.WS,GigCapital2 Inc. Warrants exercisable for one share of Common Stock at an exercise price of $11.50 per share
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1
GJO,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5
GJP,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2
GJT,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3
GKOS,Glaukos Corporation Common Stock
GL,Globe Life Inc. Common Stock
GL.PRC,Globe Life Inc.
GLEO,Galileo Acquisition Corp. Ordinary Shares
GLEO.U,Galileo Acquisition Corp. Units each consisting of one Ordinary Share and one Redeemable Warrant
GLEO.WS,Galileo Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLOG.PRA,GasLog LP.
GLOP,GasLog Partners LP Common Units representing limited partnership interests
GLOP.PRA,GasLog Partners LP
GLOP.PRB,GasLog Partners LP
GLOP.PRC,GasLog Partners LP
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
GLP.PRA,Global Partners LP
GLT,Glatfelter Corporation Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GME,GameStop Corporation Common Stock
GMED,Globus Medical Inc. Class A Common Stock
GMRE,Global Medical REIT Inc. Common Stock
GMRE.PRA,Global Medical REIT Inc.
GMS,GMS Inc. Common Stock
GMTA,GATX Corporation 5.625% Senior Notes due 2066
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNE.PRA,Genie Energy Ltd.
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)
GNL,Global Net Lease Inc. Common Stock
GNL.PRA,Global Net Lease Inc.
GNL.PRB,Global Net Lease Inc.
GNPK,Genesis Park Acquisition Corp.
GNPK.U,Genesis Park Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
GNPK.WS,Genesis Park Acquisition Corp.
GNRC,Generac Holdlings Inc. Common Stock
GNT,GAMCO Natural Resources Gold & Income Trust
GNT.PRA,GAMCO Natural Resources Gold & Income Tust 
GNW,Genworth Financial Inc Common Stock
GOAC,GO Acquisition Corp. Class A Common Stock
GOAC.U,GO Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Warrant
GOAC.WS,GO Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares
GOLD,Barrick Gold Corporation Common Stock (BC)
GOLF,Acushnet Holdings Corp. Common Stock
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GPC,Genuine Parts Company Common Stock
GPI,Group 1 Automotive Inc. Common Stock
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077
GPK,Graphic Packaging Holding Company
GPM,Guggenheim Enhanced Equity Income Fund
GPMT,Granite Point Mortgage Trust Inc. Common Stock
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,Gap Inc. (The) Common Stock
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRC,Gorman-Rupp Company (The) Common Stock
GRP.U,Granite Real Estate Inc. Stapled Units each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GS,Goldman Sachs Group Inc. (The) Common Stock
GS.PRA,Goldman Sachs Group Inc. (The)
GS.PRC,Goldman Sachs Group Inc. (The)
GS.PRD,Goldman Sachs Group Inc. (The)
GS.PRJ,Goldman Sachs Group Inc. (The)
GS.PRK,Goldman Sachs Group Inc. (The)
GS.PRN,Goldman Sachs Group Inc. (The)
GSAH,GS Acquisition Holdings Corp II Class A Common Stock
GSAH.U,GS Acquisition Holdings Corp II Units each consisting of one share of Class A Common Stock and one-quarter of one redeemable Warrant
GSAH.WS,GS Acquisition Holdings Corp II Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
GSBD,Goldman Sachs BDC Inc. Common Stock
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSL.PRB,Global Ship Lease Inc.
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares
GTES,Gates Industrial Corporation plc Ordinary Shares
GTN,Gray Television Inc. Common Stock
GTN.A,Gray Television Inc. CLass A Common Stock
GTS,Triple-S Management Corporation Class B Common Stock
GTT,GTT Communications Inc. Common Stock
GTY,Getty Realty Corporation Common Stock
GUT,Gabelli Utility Trust (The) Common Stock
GUT.PRA,Gabelli Utility Trust (The)
GUT.PRC,Gabelli Utility Trust (The)
GVA,Granite Construction Incorporated Common Stock
GWB,Great Western Bancorp Inc. Common Stock
GWRE,Guidewire Software Inc. Common Stock
GWW,W.W. Grainger Inc. Common Stock
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications Inc.) Collared Floating Rate Cllable Certificates
H,Hyatt Hotels Corporation Class A Common Stock
HAE,Haemonetics Corporation Common Stock
HAL,Halliburton Company Common Stock
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock
HBB,Hamilton Beach Brands Holding Company Class A Common Stock 
HBI,Hanesbrands Inc. Common Stock
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada)
HCA,HCA Healthcare Inc. Common Stock
HCC,Warrior Met Coal Inc. Common Stock
HCHC,HC2 Holdings Inc. Common Stock
HCI,HCI Group Inc. Common Stock
HCXY,Hercules Capital Inc. 6.25% Notes due 2033
HCXZ,Hercules Capital Inc. 5.25% Notes due 2025
HD,Home Depot Inc. (The) Common Stock
HDB,HDFC Bank Limited Common Stock
HE,Hawaiian Electric Industries Inc. Common Stock
HEI,Heico Corporation Common Stock
HEI/A,Heico Corporation
HEP,Holly Energy Partners L.P. Common Stock
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
HES,Hess Corporation Common Stock
HESM,Hess Midstream LP Class A Share
HEXO,HEXO Corp. Common Shares
HFC,HollyFrontier Corporation Common Stock
HFRO,Highland Income Fund
HFRO.PRA,Highland Income Fund
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042
HGLB,Highland Global Allocation Fund Common Stock
HGV,Hilton Grand Vacations Inc. Common Stock 
HHC,Howard Hughes Corporation (The) Common Stock
HI,Hillenbrand Inc Common Stock
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest
HIG,Hartford Financial Services Group Inc. (The) Common Stock
HIG.PRG,Hartford Financial Services Group Inc. (The)
HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares
HIGA.U,H.I.G. Acquisition Corp. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant
HIGA.WS,H.I.G. Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
HII,Huntington Ingalls Industries Inc. Common Stock
HIL,Hill International Inc. Common Stock
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock
HIW,Highwoods Properties Inc. Common Stock
HIX,Western Asset High Income Fund II Inc. Common Stock
HKIB,AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share
HL,Hecla Mining Company Common Stock
HL.PRB,Hecla Mining Company
HLF,Herbalife Nutrition Ltd. Common Stock
HLI,Houlihan Lokey Inc. Class A Common Stock
HLT,Hilton Worldwide Holdings Inc. Common Stock 
HLX,Helix Energy Solutions Group Inc. Common Stock
HMC,Honda Motor Company Ltd. Common Stock
HMI,Huami Corporation American Depositary Shares each representing four Class A Ordinary Shares
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests
HMLP.PRA,Hoegh LNG Partners LP
HMN,Horace Mann Educators Corporation Common Stock
HMY,Harmony Gold Mining Company Limited
HNGR,Hanger Inc. Common Stock
HNI,HNI Corporation Common Stock
HNP,Huaneng Power Intl Common Stock
HOG,Harley-Davidson Inc. Common Stock
HOME,At Home Group Inc. Common Stock
HON,Honeywell International Inc. Common Stock
HOV,Hovnanian Enterprises Inc. Class A Common Stock
HP,Helmerich & Payne Inc. Common Stock
HPE,Hewlett Packard Enterprise Company Common Stock
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest
HPP,Hudson Pacific Properties Inc. Common Stock
HPQ,HP Inc. Common Stock
HPR,HighPoint Resources Corporation Common Stock
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III
HPX,HPX Corp. Class A Ordinary Shares
HPX.U,HPX Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
HPX.WS,HPX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
HQH,Tekla Healthcare Investors Common Stock
HQL,TeklaLife Sciences Investors Common Stock
HR,Healthcare Realty Trust Incorporated Common Stock
HRB,H&R Block Inc. Common Stock
HRC,Hill-Rom Holdings Inc Common Stock
HRI,Herc Holdings Inc. Common Stock 
HRL,Hormel Foods Corporation Common Stock
HRTG,Heritage Insurance Holdings Inc. Common Stock
HSBC,HSBC Holdings plc. Common Stock
HSC,Harsco Corporation Common Stock
HSY,The Hershey Company Common Stock
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest
HT.PRC,Hersha Hospitality Trust
HT.PRD,Hersha Hospitality Trust
HT.PRE,Hersha Hospitality Trust
HTA,Healthcare Trust of America Inc. Class A Common Stock
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022
HTGC,Hercules Capital Inc. Common Stock
HTH,Hilltop Holdings Inc.
HTPA.U,Highland Transcend Partners I Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest
HUBB,Hubbell Inc Common Stock
HUBS,HubSpot Inc. Common Stock
HUM,Humana Inc. Common Stock
HUN,Huntsman Corporation Common Stock
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share
HVT,Haverty Furniture Companies Inc. Common Stock
HVT/A,Haverty Furniture Companies Inc.
HWM,Howmet Aerospace Inc. Common Stock
HXL,Hexcel Corporation Common Stock
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock
HYB,New America High Income Fund Inc. (The) Common Stock
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock
HYLN,Hyliion Holdings Corp. Class A Common Stock
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock
HZAC,Horizon Acquisition Corporation Class A Ordinary Shares
HZAC.U,Horizon Acquisition Corporation Units each consisting of one Class A Ordinary Shares and one-third of one Redeemable warrant
HZAC.WS,Horizon Acquisition Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
HZN,Horizon Global Corporation Common Shares
HZO,MarineMax Inc.  (FL) Common Stock
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares
HZON.U,Horizon Acquisition Corporation II Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
HZON.WS,Horizon Acquisition Corporation II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
IAA,IAA Inc. Common Stock 
IACA,ION Acquisition Corp 1 Ltd. Class A Ordinary Shares
IACA.U,ION Acquisition Corp 1 Ltd. Units
IACA.WS,ION Acquisition Corp 1 Ltd. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
IAG,Iamgold Corporation Ordinary Shares
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock
IBM,International Business Machines Corporation Common Stock
IBN,ICICI Bank Limited Common Stock
IBP,Installed Building Products Inc. Common Stock
ICD,Independence Contract Drilling Inc. Common Stock
ICE,Intercontinental Exchange Inc. Common Stock
ICL,ICL Group Ltd. Ordinary Shares
IDA,IDACORP Inc. Common Stock
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest
IDT,IDT Corporation Class B Common Stock
IEX,IDEX Corporation Common Stock
IFF,Internationa Flavors & Fragrances Inc. Common Stock
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units
IFN,India Fund Inc. (The) Common Stock
IFS,Intercorp Financial Services Inc. Common Shares
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock
IGT,International Game Technology Ordinary Shares
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares
IHC,Independence Holding Company Common Stock
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
